filename,width,height,class,xmin,ymin,xmax,ymax
O_12633_jpg.rf.000b9d2901d338a007cd67f34181f0eb.jpg,275,276,organic,0,0,125,131
O_12633_jpg.rf.000b9d2901d338a007cd67f34181f0eb.jpg,275,276,glass,176,37,274,145
O_12633_jpg.rf.000b9d2901d338a007cd67f34181f0eb.jpg,275,276,organic,0,146,120,275
O_12633_jpg.rf.000b9d2901d338a007cd67f34181f0eb.jpg,275,276,organic,126,146,274,275
white-glass11_jpg.rf.002ebf239ee50f2dee9869cffd5f2913.jpg,512,384,glass,24,0,208,159
white-glass11_jpg.rf.002ebf239ee50f2dee9869cffd5f2913.jpg,512,384,paper,209,0,511,202
white-glass11_jpg.rf.002ebf239ee50f2dee9869cffd5f2913.jpg,512,384,glass,214,203,507,377
white-glass4_jpg.rf.003ae6cb90e538668f7a4ca8097445fd.jpg,512,384,glass,0,0,158,191
white-glass4_jpg.rf.003ae6cb90e538668f7a4ca8097445fd.jpg,512,384,plastic,245,0,475,191
white-glass4_jpg.rf.003ae6cb90e538668f7a4ca8097445fd.jpg,512,384,plastic,57,209,180,382
white-glass4_jpg.rf.003ae6cb90e538668f7a4ca8097445fd.jpg,512,384,plastic,245,292,511,383
metal127_jpg.rf.00541345c311cd41c0b1295229b41fd7.jpg,512,384,metal,46,0,121,179
metal127_jpg.rf.00541345c311cd41c0b1295229b41fd7.jpg,512,384,cardboard,122,3,511,179
metal127_jpg.rf.00541345c311cd41c0b1295229b41fd7.jpg,512,384,cardboard,0,180,121,383
metal127_jpg.rf.00541345c311cd41c0b1295229b41fd7.jpg,512,384,cardboard,169,265,420,383
O_186_jpg.rf.0025baac330abb5575d1dd69218702fb.jpg,259,275,organic,100,0,123,67
O_186_jpg.rf.0025baac330abb5575d1dd69218702fb.jpg,259,275,organic,0,17,12,52
O_186_jpg.rf.0025baac330abb5575d1dd69218702fb.jpg,259,275,organic,71,0,103,81
O_186_jpg.rf.0025baac330abb5575d1dd69218702fb.jpg,259,275,organic,44,17,73,81
O_186_jpg.rf.0025baac330abb5575d1dd69218702fb.jpg,259,275,organic,10,30,43,101
O_186_jpg.rf.0025baac330abb5575d1dd69218702fb.jpg,259,275,organic,0,53,15,116
O_186_jpg.rf.0025baac330abb5575d1dd69218702fb.jpg,259,275,organic,43,0,76,23
O_186_jpg.rf.0025baac330abb5575d1dd69218702fb.jpg,259,275,organic,13,0,36,30
O_186_jpg.rf.0025baac330abb5575d1dd69218702fb.jpg,259,275,organic,124,17,222,142
O_186_jpg.rf.0025baac330abb5575d1dd69218702fb.jpg,259,275,glass,35,143,121,274
O_186_jpg.rf.0025baac330abb5575d1dd69218702fb.jpg,259,275,organic,124,143,258,274
plastic114_jpg.rf.00249bb8e77b93756877233cf3adf7b3.jpg,512,384,plastic,45,45,249,187
